column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10
491401,235225,4,363609,833569,87025,312481,592900,366025,351649
2601,273529,168100,19321,49,508369,159201,467856,91809,12321
56644,524176,14884,900601,476100,998001,568516,525625,461041,319225
88209,481636,808201,217156,256036,38809,476100,181476,831744,108241
46656,84100,25600,216225,108900,7569,3481,75625,438244,157609
531441,145161,43681,896809,10000,345744,111556,6724,414736,692224
253009,956484,97344,550564,641601,163216,112225,763876,714025,295936
12996,729316,400,986049,5329,487204,11664,451584,620944,660969
76729,40804,380689,7225,121,819025,370881,788544,6561,168921
20164,308025,178929,477481,409600,136161,844561,8836,238144,132496
178084,532900,770884,53361,233289,467856,2704,781456,933156,698896
121801,305809,714025,89401,7225,426409,398161,96100,864900,555025
910116,334084,142884,201601,1849,505521,48841,289444,613089,229441
117649,159201,75076,75625,558009,576,4225,38416,242064,656100
54756,101124,495616,1156,461041,220900,585225,391876,976144,329476
233289,6084,192721,158404,24336,210681,57600,984064,450241,592900
208849,2809,21609,177241,4900,55225,14161,14400,192721,363609
298116,431649,178084,332929,206116,24964,162409,195364,842724,28561
984064,547600,206116,651249,181476,29584,451584,944784,293764,17424
360000,239121,196,169744,937024,429025,362404,1849,1369,407044
92416,851929,251001,284089,195364,727609,96100,518400,17956,345744
414736,360000,352836,314721,9409,710649,337561,404496,266256,34596
2704,102400,256,335241,6084,77284,18496,9025,436921,183184
574564,927369,606841,21904,480249,455625,252004,47089,201601,352836
16384,398161,290521,861184,11664,34969,576081,220900,589824,20736
644809,442225,984064,636804,514089,659344,114244,112896,799236,51076
108241,813604,817216,609961,290521,183184,664225,114921,644809,219024
66564,405769,396900,95481,293764,373321,465124,256,25281,38025
702244,62001,432964,512656,160000,992016,452929,591361,184041,146689
576,490000,592900,541696,225,790321,279841,902500,998001,606841
47961,17956,343396,320356,380689,712336,677329,18225,784996,734449
555025,2304,4624,315844,331776,182329,123904,722500,306916,923521
861184,38416,912025,990025,741321,188356,321489,481636,988036,829921
491401,96100,538756,100,271441,450241,182329,361201,676,625681
850084,48841,902500,702244,756900,942841,964324,946729,966289,527076
737881,1681,806404,804609,751689,826281,105625,942841,835396,4
26896,176400,8100,374544,178929,174724,95481,522729,625,248004
158404,36,85849,354025,662596,23104,129600,695556,121801,732736
418609,763876,391876,64,384400,887364,314721,178929,14884,625
540225,368449,813604,737881,23716,403225,972196,467856,659344,23716
946729,591361,877969,68644,177241,108900,857476,151321,96100,33856
19044,956484,162409,1936,15376,126025,274576,31329,480249,187489
88804,541696,549081,21025,10816,474721,591361,559504,327184,263169
277729,161604,321489,54756,158404,108241,34596,1225,779689,36
275625,142884,976144,104329,170569,571536,576,2025,257049,984064
651249,976144,55225,43264,51076,226576,6561,204304,182329,291600
178929,9409,944784,43264,617796,898704,3025,315844,4900,602176
218089,636804,613089,1600,255025,403225,58081,98596,893025,950625
11236,386884,242064,893025,151321,191844,753424,535824,948676,998001
67081,65025,288369,889249,212521,407044,94249,929296,20164,312481
2809,605284,126025,108900,748225,952576,355216,439569,783225,2304
649636,1444,190969,182329,386884,254016,39204,36100,263169,199809
9604,960400,582169,192721,429025,682276,13689,260100,254016,632025
242064,95481,243049,200704,103041,67600,258064,413449,559504,52900
254016,853776,251001,6084,961,3364,635209,230400,2500,2809
205209,331776,112225,3600,21904,11664,2809,128164,736164,349281
664225,38025,638401,6561,265225,136900,193600,151321,219024,56169
863041,240100,150544,570025,46225,169,142884,181476,3025,270400
788544,635209,543169,268324,829921,413449,483025,589824,741321,763876
62001,10201,348100,289,511225,633616,7569,263169,776161,87616
109561,308025,27889,556516,367236,47524,448900,940900,22201,306916
984064,3249,731025,29241,597529,874225,106929,34969,902500,80089
638401,1600,543169,571536,196249,154449,522729,56169,741321,625
91809,237169,576,570025,75076,265225,451584,268324,574564,226576
239121,6724,465124,552049,5329,55696,185761,417316,400,22801
24025,219961,292681,76176,35721,491401,225,30625,748225,788544
4096,582169,1089,743044,61009,64516,178929,680625,529984,316969
2500,117649,85849,692224,188356,62500,248004,270400,412164,426409
225,100489,80089,344569,16,3249,669124,1681,529984,391876
776161,17424,188356,47524,156816,206116,938961,203401,3025,233289
783225,24649,613089,498436,781456,432964,74529,889249,134689,169
552049,3481,170569,126025,786769,66049,104329,898704,97969,762129
55696,665856,96721,108900,982081,874225,6889,4356,137641,64
14641,840889,2304,71289,737881,620944,11664,571536,643204,28224
804609,90601,591361,6400,972196,65025,8649,103684,677329,190969
519841,619369,225625,573049,3249,263169,690561,9604,712336,561001
211600,38416,525625,423801,405769,11449,21025,439569,786769,117649
29241,267289,980100,394384,121,56644,381924,9604,797449,243049
32400,2500,219961,361201,356409,448900,190969,399424,355216,10201
375769,244036,906304,299209,323761,336400,792100,34596,826281,405769
59049,602176,927369,128881,675684,777924,176400,929296,137641,260100
338724,358801,494209,128164,698896,717409,60025,399424,246016,196249
810000,635209,81796,857476,628849,195364,806404,203401,289444,25921
669124,77841,11664,33124,815409,790321,442225,481636,178084,126736
221841,33124,648025,641601,876096,1521,889249,27889,267289,104976
729,99225,137641,758641,236196,576,508369,40000,73441,101761
197136,952576,254016,643204,356409,306916,8464,246016,7056,531441
50176,23409,383161,419904,97969,765625,61504,151321,176400,483025
183184,37636,166464,866761,134689,855625,2304,531441,119025,170569
772641,55696,30625,77284,1521,152100,756900,1521,38416,96721
160000,178084,156025,521284,900601,46225,47089,165649,743044,492804
320356,632025,372100,401956,461041,546121,465124,367236,0,230400
580644,252004,177241,608400,938961,889249,322624,978121,998001,52900
15876,119716,89401,608400,57600,35721,69696,254016,7744,927369
654481,161604,646416,562500,7396,87616,725904,772641,3249,210681
857476,142884,654481,150544,504100,25921,177241,990025,235225,613089
28561,589824,323761,373321,263169,129600,187489,31329,61009,700569
89401,94249,444889,50625,108241,256036,512656,25281,8100,992016
866761,116281,824464,401956,221841,321489,222784,43681,906304,271441
912025,142129,902500,42025,98596,506944,583696,13689,408321,156025
13924,511225,998001,427716,208849,891136,217156,56169,155236,528529
173889,906304,256036,132496,324900,106929,33124,54756,654481,256036
850084,10000,102400,220900,7569,245025,21316,123201,395641,214369
89401,242064,606841,5184,923521,357604,190096,21316,79524,806404
2116,15876,501264,6561,3969,62500,833569,665856,171396,439569
69696,85264,541696,265225,21609,720801,383161,788544,297025,107584
197136,688900,476100,927369,908209,59049,105625,30976,143641,271441
187489,255025,69696,654481,113569,199809,841,232324,108900,350464
799236,103041,322624,49729,527076,954529,54756,224676,85849,2401
27889,927369,527076,7569,811801,3969,25921,361,256036,123201
589824,53361,409600,172225,344569,168100,683929,682276,602176,235225
6084,205209,256036,401956,70225,258064,720801,66049,253009,311364
220900,442225,335241,638401,912025,982081,335241,435600,786769,876096
443556,568516,683929,748225,77841,20736,164025,561001,442225,380689
33489,58564,64009,144400,332929,38809,553536,11881,534361,405769
115600,170569,521284,447561,84100,665856,219024,320356,126736,644809
87025,589824,260100,1600,240100,11881,275625,398161,91204,667489
24649,423801,670761,229441,942841,608400,455625,582169,654481,85264
488601,746496,20449,128164,169744,235225,407044,848241,105625,10000
417316,95481,868624,133956,218089,69696,6724,483025,363609,11881
326041,46225,667489,22500,4489,285156,451584,400689,12769,935089
326041,41209,259081,824464,58564,579121,291600,863041,622521,574564
954529,585225,760384,243049,23716,964324,434281,712336,233289,749956
22500,10000,660969,356409,78961,27556,669124,695556,739600,302500
573049,81796,777924,758641,341056,160000,361,455625,153664,444889
219961,841,927369,495616,134689,68644,22201,30276,874225,116281
857476,173056,561001,494209,301401,220900,881721,20164,715716,53824
667489,68121,471969,228484,737881,121104,205209,811801,123904,323761
129600,665856,454276,184900,45796,518400,451584,289,323761,3600
12769,274576,71824,697225,412164,33124,54756,15376,20736,893025
28224,197136,996004,103041,174724,677329,381924,21904,34969,223729
11881,257049,861184,56644,10609,309136,423801,996004,144,163216
234256,608400,5329,793881,61504,34596,23409,337561,38025,635209
34225,290521,558009,384400,917764,183184,776161,234256,59049,946729
10816,537289,125316,108241,198025,370881,76729,260100,17161,446224
9025,14884,25,162409,29929,44944,487204,763876,8836,101124
736164,906304,305809,51984,923521,47089,125316,105625,874225,373321
92416,546121,682276,179776,85264,474721,255025,929296,630436,419904
395641,644809,672400,364816,32041,839056,403225,103041,141376,734449
9604,1849,374544,265225,324900,458329,585225,145924,3600,355216
187489,749956,524176,635209,9,425104,373321,98596,62001,908209
633616,297025,312481,942841,693889,169,9,400,230400,88209
179776,255025,525625,44944,784996,417316,446224,128881,419904,6084
59536,23716,122500,553536,643204,376996,189225,439569,474721,4096
462400,968256,7921,164025,239121,31684,330625,462400,833569,190096
767376,960400,518400,48841,1444,954529,162409,559504,994009,93636
283024,423801,72900,44944,351649,36,343396,39204,77841,335241
1369,55225,4489,927369,33856,311364,399424,344569,37249,154449
703921,1600,746496,1024,327184,990025,636804,259081,641601,576
9604,640000,1521,398161,90601,314721,919681,89401,40000,160801
625,11025,515524,906304,594441,558009,43681,769129,958441,364816
329476,143641,168921,319225,958441,456976,559504,23104,574564,136900
23716,306916,17689,192721,4096,492804,18496,635209,393129,270400
4,859329,3025,52900,850084,373321,71289,3364,840889,57600
219961,958441,405769,73441,12100,597529,564001,12321,97969,77841
919681,633616,931225,515524,328329,301401,232324,32761,633616,362404
515524,90601,200704,134689,169,161604,712336,101124,595984,189225
239121,34969,23104,51529,2704,432964,144,10000,281961,112225
193600,669124,298116,73441,163216,446224,703921,921600,434281,207025
419904,299209,405769,872356,37636,506944,677329,188356,127449,141376
518400,480249,66564,354025,722500,369664,80656,102400,268324,94864
116964,192721,667489,611524,103041,51984,779689,28561,74529,677329
256036,386884,10609,1600,755161,11449,44521,185761,212521,1849
737881,608400,172225,59049,552049,320356,514089,770884,543169,223729
49,421201,201601,483025,447561,16900,24649,544644,362404,641601
42025,712336,111556,138384,126736,784996,29241,418609,998001,73441
267289,925444,381924,249001,182329,136900,358801,473344,463761,121104
527076,225,380689,641601,648025,258064,525625,122500,451584,389376
964324,36481,722500,121104,24649,28561,555025,88209,529984,4096
232324,656100,418609,335241,308025,138384,101761,994009,769129,5476
57600,487204,737881,3249,242064,185761,700569,117649,174724,6084
456976,16900,216225,252004,450241,719104,281961,305809,675684,2209
543169,94249,2116,40401,736164,110224,414736,184041,705600,250000
139129,361201,67081,253009,249001,390625,23409,314721,1600,55696
7921,145924,18225,3249,996004,769129,772641,960400,301401,37636
316969,426409,114921,17424,31329,649636,937024,11881,675684,378225
961,239121,260100,1936,75625,436921,184041,599076,154449,5041
118336,633616,8649,8836,3721,125316,146689,804609,210681,188356
454276,476100,280900,381924,7921,817216,179776,707281,227529,228484
169744,535824,17956,715716,405769,275625,636804,484416,414736,529984
74529,755161,169744,389376,466489,237169,9216,913936,184041,24336
86436,139129,101761,603729,85264,819025,18225,207936,151321,278784
25600,419904,379456,505521,893025,454276,17689,455625,320356,461041
368449,946729,226576,13225,484,678976,3844,398161,199809,101761
609961,478864,38416,65536,88209,749956,883600,6561,454276,77284
576,22500,65536,651249,674041,36481,38025,315844,511225,10404
206116,185761,313600,28900,770884,904401,516961,32761,885481,10609
64516,872356,314721,3136,198025,972196,131044,27556,308025,54289
330625,68121,372100,103041,992016,868624,284089,239121,508369,15876
91809,524176,443556,617796,93636,148996,145161,729,853776,76729
14884,164025,413449,874225,2401,585225,400689,52900,26569,260100
543169,225625,24336,9604,327184,126025,383161,395641,55225,258064
45796,220900,60516,710649,2025,231361,525625,31684,212521,455625
820836,729316,248004,405769,211600,68121,1369,45796,710649,75625
435600,88209,344569,430336,276676,614656,173889,91809,1156,678976
813604,187489,294849,627264,249001,644809,96721,396900,87616,192721
654481,535824,175561,60025,191844,441,61009,508369,561001,41616
331776,724201,484416,83521,144,142129,69696,465124,393129,921600
146689,3481,80656,848241,459684,1225,142129,22801,220900,50625
173056,4761,4761,8100,121801,59049,4225,160000,45796,348100
885481,417316,37636,160000,209764,20449,512656,183184,350464,11236
180625,121801,889249,4489,558009,110224,521284,10404,256,75076
20449,73984,729316,337561,36100,492804,808201,541696,145924,432964
923521,186624,855625,361201,18496,156025,633616,279841,1225,774400
284089,654481,2704,34596,34225,678976,898704,291600,292681,200704
305809,70756,286225,361201,30976,224676,753424,265225,638401,285156
36,630436,484,94864,62001,1089,998001,438244,494209,488601
7225,826281,78400,133956,200704,541696,662596,423801,384400,80656
243049,440896,638401,646416,13456,731025,73984,132496,27556,499849
1369,438244,870489,970225,586756,906304,10609,921600,78961,186624
44100,516961,968256,506944,295936,739600,881721,42849,34969,150544
331776,322624,213444,8649,47961,549081,835396,57600,42025,844561
659344,99225,3364,138384,10816,26244,5041,683929,744769,161604
986049,984064,2704,927369,70756,9801,64009,85849,712336,3721
332929,226576,731025,281961,61504,310249,483025,166464,169744,40401
8281,961,261121,80656,87616,6724,16641,93636,146689,576
896809,175561,311364,56169,599076,120409,18225,173056,695556,274576
471969,964324,17424,2116,570025,616225,225,19044,478864,245025
351649,942841,186624,246016,179776,94249,606841,638401,294849,731025
419904,168921,553536,935089,213444,473344,144400,2916,4761,550564
41616,638401,211600,18225,3721,10404,64516,324,225,84681
614656,81796,450241,811801,259081,630436,145924,283024,176400,357604
249001,608400,176400,10609,640000,161604,944784,633616,549081,492804
168100,8100,27556,43264,198025,220900,161604,935089,303601,546121
277729,335241,401956,367236,161604,408321,348100,25600,31684,896809
515524,630436,222784,190096,994009,574564,125316,287296,62500,622521
370881,88209,565504,19321,776161,804609,690561,204304,22801,71289
872356,974169,327184,129600,182329,883600,73441,446224,54756,3600
889249,964324,184041,18225,228484,121801,298116,16,992016,966289
741321,1444,732736,398161,712336,649636,141376,361201,492804,521284
401956,755161,636804,184041,829921,173056,266256,52900,806404,368449
70225,368449,90000,519841,39204,913936,148225,19600,81796,12544
199809,219961,20736,43264,455625,222784,169,60025,350464,625
331776,169,242064,910116,654481,837225,31684,23409,698896,60025
1225,552049,732736,3136,32041,44521,100489,1296,375769,625
386884,505521,414736,44521,279841,2916,71824,638401,839056,461041
355216,232324,667489,760384,404496,294849,55225,56169,22801,89401
5476,156025,393129,193600,522729,264196,361,422500,729,24336
97969,2304,1296,271441,632025,529984,295936,339889,144,12996
6084,182329,2916,46656,234256,226576,427716,695556,793881,297025
203401,379456,5929,203401,323761,136900,990025,202500,202500,66564
986049,804609,1600,40000,173889,509796,16641,4489,112225,1936
632025,277729,748225,622521,252004,455625,996004,944784,217156,67600
90601,628849,948676,98596,435600,38809,506944,123904,164025,275625
20164,729316,831744,43681,559504,233289,801025,790321,68121,75625
351649,25,656100,138384,346921,260100,715716,573049,866761,725904
583696,484,502681,59049,164025,318096,2500,24649,34969,13456
104329,33856,896809,13924,1089,619369,133956,165649,413449,119025
667489,103684,404496,859329,62500,380689,13456,140625,54756,290521
426409,48841,3249,902500,431649,59049,633616,94249,310249,632025
786769,3481,77841,980100,512656,591361,128164,184041,855625,372100
777924,107584,14884,3364,855625,190969,11025,19881,446224,52441
34969,912025,4624,328329,315844,169,698896,330625,28900,5184
161604,3136,116281,628849,225,130321,173889,962361,4356,731025
92416,1521,450241,447561,806404,225625,223729,925444,992016,1369
278784,4624,763876,889249,277729,793881,940900,459684,91204,184900
958441,304704,568516,329476,8464,564001,700569,17161,17689,96721
851929,41209,4900,114921,619369,383161,732736,71289,224676,64009
81225,508369,120409,451584,697225,729316,99856,751689,169,543169
707281,39204,313600,543169,434281,47524,1849,724201,532900,687241
603729,937024,41616,19881,31329,21316,119716,123201,13924,512656
19321,3025,123904,146689,11449,103684,126025,5476,14641,599076
77841,290521,122500,516961,133225,84100,324,137641,535824,853776
421201,313600,265225,213444,164836,442225,442225,756900,34969,811801
514089,580644,790321,133225,117649,64516,665856,502681,431649,95481
257049,756900,1225,90601,811801,71289,334084,267289,197136,502681
21025,515524,367236,488601,72361,749956,970225,516961,753424,326041
422500,4,246016,432964,7744,254016,571536,18769,105625,57600
276676,94249,55225,303601,284089,368449,582169,561001,343396,434281
492804,96100,40804,913936,189225,362404,6241,50625,378225,118336
77841,164025,5776,374544,855625,763876,15625,534361,544644,484
676,286225,1849,240100,532900,32400,380689,291600,20449,633616
217156,13225,349281,731025,576081,207025,942841,17424,568516,467856
400,58081,66564,490000,770884,11664,570025,72900,535824,998001
142129,553536,26569,152100,311364,335241,112225,717409,1024,341056
456976,42436,434281,229441,480249,422500,948676,268324,290521,76176
32400,352836,115600,466489,17689,385641,171396,627264,73441,80656
301401,8100,425104,937024,512656,19321,306916,710649,452929,734449
322624,485809,21316,106929,245025,931225,15625,222784,173889,230400
440896,4,567009,301401,127449,153664,576,48400,121104,594441
104329,931225,316969,649636,207025,10404,287296,213444,9216,839056
799236,2304,18225,221841,687241,73984,351649,135424,589824,233289
6561,247009,330625,90601,35344,213444,531441,285156,27225,48400
630436,256036,597529,476100,71289,654481,4900,136900,314721,63504
3481,958441,133225,9025,2601,714025,128164,110224,133956,958441
174724,275625,286225,5476,101761,887364,341056,50176,89401,5625
198916,12996,214369,16900,418609,60025,134689,532900,719104,158404
662596,61009,381924,19881,912025,627264,21609,279841,341056,319225
964324,674041,224676,292681,185761,613089,351649,467856,792100,14161
54756,362404,283024,61009,826281,756900,292681,863041,462400,777924
755161,1296,118336,518400,337561,467856,840889,859329,165649,519841
260100,109561,628849,538756,399424,670761,362404,182329,114921,256
521284,813604,131044,1024,779689,8464,444889,44100,255025,216225
21609,546121,69696,141376,101761,5776,126736,633616,172225,55696
866761,577600,992016,248004,625,521284,22500,891136,915849,1600
725904,414736,36481,43681,982081,488601,173889,111556,786769,850084
80089,93025,819025,87616,19600,31329,429025,401956,244036,813604
776161,175561,786769,21904,388129,337561,133225,462400,237169,129600
984064,622521,8464,6400,649636,30276,289444,680625,150544,923521
662596,833569,389376,121,964324,683929,904401,78400,10609,247009
677329,224676,31329,140625,64,332929,746496,996004,441,53361
64009,948676,74529,37636,442225,64516,49729,24025,337561,45796
473344,380689,104976,278784,200704,351649,732736,348100,240100,47524
625681,3249,915849,654481,218089,440896,597529,483025,652864,908209
188356,729,702244,698896,279841,190969,900,815409,42436,346921
541696,349281,19321,27225,215296,288369,23716,670761,628849,850084
16641,409600,385641,426409,343396,13456,588289,30625,148996,165649
336400,370881,30276,39204,648025,729316,233289,104976,444889,32400
65025,61009,10201,99856,106276,25600,644809,7396,707281,3481
72900,121104,255025,6561,906304,198916,481636,47089,64009,190969
207025,29584,570025,160000,193600,153664,38809,294849,53361,889249
613089,9,389376,592900,102400,241081,2025,910116,646416,229441
887364,15625,690561,249001,77284,37636,46225,145161,31329,473344
277729,332929,368449,994009,56169,17689,262144,954529,732736,521284
632025,528529,994009,272484,96721,474721,561001,516961,356409,223729
49284,299209,919681,38416,9,56644,912025,41616,199809,891136
531441,308025,261121,63001,385641,3721,900601,434281,680625,746496
57600,350464,191844,9604,124609,708964,116281,5625,494209,297025
250000,56169,36100,381924,90601,234256,363609,16641,70756,123201
31329,126736,220900,1,491401,201601,82944,14641,4096,820836
379456,150544,32400,40804,900,55225,366025,93636,473344,19600
44100,149769,323761,729,164025,53361,127449,361201,3481,191844
680625,857476,165649,66564,6241,228484,405769,597529,131769,0
236196,14400,1369,946729,442225,231361,1764,779689,105625,994009
481636,334084,70225,113569,416025,73984,980100,335241,36864,125316
964324,163216,784,37636,635209,36,439569,261121,8649,521284
712336,866761,152881,811801,42025,648025,692224,422500,894916,1681
722500,233289,78400,70225,171396,69696,278784,4900,70756,103684
744769,774400,636804,169744,481636,115600,378225,393129,632025,994009
518400,156025,546121,748225,97344,29241,56169,47961,355216,79524
205209,1521,710649,21904,577600,312481,24964,863041,889249,408321
367236,885481,295936,47524,302500,688900,452929,24649,164836,314721
352836,364816,693889,231361,183184,456976,7569,982081,51529,515524
731025,401956,121801,512656,429025,422500,235225,113569,877969,532900
591361,982081,942841,724201,2209,12544,14884,410881,1600,38025
722500,93636,553536,263169,68644,390625,55696,68644,114921,26896
913936,35344,1936,206116,280900,84100,200704,636804,6561,100
361,64516,690561,541696,233289,509796,364816,100,274576,822649
227529,9801,624100,811801,848241,271441,77284,331776,295936,942841
348100,58564,338724,129600,986049,891136,609961,47961,47524,48841
667489,412164,136900,667489,160801,99225,262144,868624,361,613089
511225,79524,217156,33124,476100,565504,734449,15625,7056,391876
198025,549081,37249,130321,488601,168921,558009,2116,54289,804609
543169,400,25281,494209,236196,1521,219024,93636,810000,724201
2304,703921,309136,748225,246016,774400,24649,408321,86436,144400
5776,101761,100489,25,160801,900,64,184900,408321,732736
700569,580644,555025,193600,38416,498436,337561,156816,72900,970225
933156,654481,45369,400,481636,6241,727609,329476,20449,511225
65025,925444,592900,35344,535824,21316,92416,24649,432964,341056
543169,28224,755161,24649,524176,573049,613089,454276,174724,550564
262144,219024,134689,857476,35344,15129,71289,680625,142884,289444
550564,40804,326041,133225,128881,459684,28561,217156,820836,51984
196249,44944,38025,202500,741321,349281,585225,948676,952576,611524
505521,45796,386884,506944,308025,736164,483025,97969,65536,299209
230400,81,404496,240100,295936,758641,163216,470596,855625,65536
751689,51984,11881,722500,221841,247009,913936,332929,26569,672400
441,3969,737881,39204,127449,641601,309136,78400,287296,31684
43264,23104,774400,982081,14641,225625,257049,304704,61009,986049
56169,69169,929296,85849,877969,459684,863041,278784,574564,238144
18496,2601,37249,17424,374544,2809,12769,851929,1089,367236
680625,19321,48400,173056,101124,2500,6724,708964,176400,961
515524,66564,250000,404496,972196,429025,619369,2601,76729,305809
32041,784996,4356,358801,514089,163216,97344,20449,624100,984064
44100,452929,439569,687241,608400,301401,395641,659344,243049,770884
15876,116964,588289,398161,958441,292681,12769,30276,385641,3136
4900,894916,659344,243049,851929,4,2809,30625,309136,900
225,779689,32400,375769,56644,169,113569,48400,37636,528529
806404,361,336400,19881,281961,864900,484,388129,954529,21904
313600,287296,115600,114921,546121,850084,4096,184900,1024,134689
318096,622521,20449,326041,667489,91204,374544,839056,250000,149769
343396,101124,410881,225625,101761,38416,438244,403225,11025,348100
329476,196249,2209,556516,45796,2116,9216,693889,6241,11881
632025,753424,527076,396900,354025,67081,62001,937024,242064,91204
131044,4096,42436,103041,537289,69169,85264,855625,1681,343396
6889,806404,543169,11449,25921,777924,491401,35344,82944,112896
46656,256036,166464,48400,1936,751689,70225,145924,784996,118336
110889,438244,238144,314721,8836,426409,401956,3364,25,174724
372100,202500,3364,11025,729316,802816,399424,799236,763876,451584
55225,201601,944784,342225,253009,11449,14884,79524,12100,256036
136161,2916,384400,616225,405769,60516,913936,879844,682276,144
131769,174724,158404,36481,923521,1296,743044,204304,762129,933156
278784,454276,59049,200704,47089,25,336400,441,200704,28561
150544,198916,9,695556,657721,466489,295936,76729,396900,283024
27556,181476,558009,209764,384400,3600,223729,289444,652864,22201
59049,59536,75625,372100,266256,765625,408321,14161,944784,863041
508369,724201,864900,73441,243049,669124,152881,958441,313600,942841
107584,792100,762129,966289,736164,8836,582169,25921,384400,116281
497025,751689,737881,685584,395641,52900,770884,564001,509796,628849
751689,207025,141376,27889,585225,97344,617796,308025,848241,106276
952576,72900,275625,700569,403225,990025,625681,32041,50625,952576
11025,505521,737881,33124,779689,223729,59536,191844,169,488601
80089,79524,978121,467856,879844,192721,67081,582169,755161,121104
128164,17424,256036,343396,1444,848241,3364,36864,705600,399424
80089,106929,92416,404496,225625,913936,822649,253009,27889,26569
600625,992016,374544,48400,3600,931225,454276,289,641601,665856
779689,383161,116964,13924,168921,925444,78400,25,769129,570025
93636,594441,942841,209764,1225,17424,190096,676,309136,784996
521284,71824,294849,393129,391876,203401,312481,692224,289,956484
156816,640000,160801,1,915849,986049,186624,45796,151321,9216
940900,38025,16,675684,388129,56169,190969,94249,42025,27225
388129,839056,110224,23716,454276,88209,938961,88209,103041,737881
912025,636804,677329,729,323761,515524,77841,550564,527076,2704
36481,271441,960400,41616,608400,719104,379456,1156,648025,146689
172225,274576,555025,59536,741321,725904,320356,734449,619369,707281
276676,8100,192721,329476,15376,864900,837225,155236,894916,98596
27556,54756,64,4,231361,2304,24964,148996,138384,946729
734449,432964,894916,321489,448900,797449,302500,904401,972196,7225
687241,9025,100489,401956,422500,207025,685584,198916,50176,88804
175561,294849,381924,50625,19881,400689,7056,39204,148996,620944
361,247009,444889,160000,3249,26244,490000,792100,431649,900601
749956,105625,558009,799236,2916,919681,518400,110224,321489,85264
553536,303601,309136,46225,480249,105625,960400,2116,178084,205209
23409,508369,345744,1089,923521,478864,443556,84100,5476,27889
13456,5184,194481,179776,227529,27225,332929,565504,41209,391876
110889,44100,874225,94249,417316,215296,527076,97969,267289,386884
57121,142129,315844,164836,20449,82369,2401,829921,3600,512656
727609,9409,172225,8100,278784,1369,205209,135424,506944,142129
43264,891136,305809,121104,9409,46225,109561,125316,132496,9801
846400,169,605284,5184,348100,12321,448900,281961,286225,298116
320356,543169,199809,341056,841,249001,308025,749956,786769,439569
265225,43264,172225,677329,872356,720801,44100,174724,169,9409
952576,15129,5476,872356,41209,564001,12100,543169,48841,788544
577600,218089,64516,662596,737881,80089,425104,956484,441,51984
962361,173056,309136,12996,687241,277729,153664,228484,51529,974169
173889,769129,640000,970225,4624,159201,368449,152100,14884,931225
108241,42025,915849,984064,295936,3969,744769,178084,950625,299209
274576,14161,185761,667489,255025,401956,481636,234256,78400,714025
274576,192721,82369,398161,16900,576081,829921,8100,114921,89401
152100,570025,13689,799236,817216,950625,241081,576,89401,52441
201601,8464,1369,2500,85264,59049,859329,549081,931225,680625
357604,564001,840889,24336,473344,166464,344569,61504,11236,198025
14884,774400,22500,258064,186624,8464,514089,47089,665856,657721
68121,697225,544644,465124,34596,24025,164025,258064,145161,772641
929296,167281,261121,72361,18225,968256,541696,412164,473344,24649
113569,14641,770884,251001,841,788544,441,251001,42025,254016
30976,828100,831744,894916,23716,819025,369664,9604,467856,430336
491401,245025,954529,49729,732736,715716,215296,318096,291600,16
161604,1764,864900,86436,591361,12321,133956,240100,583696,555025
732736,44521,990025,12321,435600,444889,88804,0,822649,743044
471969,265225,435600,893025,378225,71289,77841,358801,106276,385641
256,73441,123201,1600,47524,527076,156816,841,62500,52900
502681,613089,116281,394384,616225,381924,417316,59049,568516,643204
765625,393129,577600,198916,470596,1936,305809,811801,17424,207936
491401,826281,3600,407044,31329,4356,272484,695556,74529,225
182329,100489,481636,690561,72900,81,209764,606841,16384,379456
874225,25281,811801,702244,954529,499849,40804,793881,87025,28224
649636,822649,11236,103041,741321,2601,364816,327184,1936,164836
1444,391876,141376,184900,381924,45369,295936,846400,221841,104976
243049,603729,36100,17161,61504,28224,103041,76176,617796,81225
669124,344569,11236,130321,531441,247009,940900,114244,71824,499849
10404,2116,439569,391876,209764,1681,275625,243049,675684,227529
64009,141376,40401,375769,281961,149769,135424,851929,290521,47961
328329,160801,417316,95481,393129,599076,874225,529,37249,68121
908209,272484,28900,21025,133956,355216,606841,27556,11881,237169
199809,385641,665856,357604,107584,5776,774400,544644,459684,13924
883600,81225,288369,611524,396900,187489,478864,119716,380689,48400
133956,23409,861184,90000,86436,544644,990025,386884,605284,913936
236196,144,430336,608400,417316,59536,499849,188356,853776,14400
33124,25921,250000,23104,148996,801025,408321,253009,166464,49
60516,80089,77284,388129,724201,7396,422500,335241,887364,908209
919681,389376,40000,516961,47961,774400,1024,937024,100,223729
60025,614656,111556,367236,394384,643204,60025,151321,21904,494209
107584,469225,404496,341056,342225,272484,883600,128164,688900,13456
133225,43264,984064,56169,116281,848241,492804,370881,47524,15376
783225,813604,87616,199809,14884,837225,248004,119716,770884,863041
136161,3249,1600,484,4,641601,7569,594441,511225,9409
179776,195364,756900,829921,71289,315844,958441,408321,123201,362404
122500,622521,10816,52900,599076,1024,31329,338724,1936,94249
36481,47961,49729,71824,40000,33124,866761,188356,707281,199809
24649,237169,622521,465124,6400,243049,923521,577600,330625,183184
